[ 2.28872561  3.25560784 -0.32649839 -2.47638297],1
[ 2.29696035  0.74467564 -2.87409496 -1.53946626],1
[ 2.73611593  0.28654465 -3.91279626  0.00863513],1
[ 1.77876103  2.83941245 -1.10855103 -3.69602275],1
[ 1.89646375  2.00905585 -1.81393826 -2.96539998],1
[ 2.79401636  0.29742992 -3.28782344 -1.95353413],1
[ 1.37523127 -0.95588613 -3.67834687 -1.94118476],1
[ 1.41109347  1.68021071 -2.2947402  -2.45697045],1
[ 3.1786716  -2.08982468 -0.06373795 -1.98771   ],1
[ 2.09272766  2.06600952 -3.7416575  -0.88320971],1
[ 2.29028463  1.41930544 -3.08731389 -4.22891474],1
[ 2.60647893  1.44751799 -1.45964217 -3.07763982],1
[-0.41821161 -0.15618086 -2.89338112 -3.79663062],1
[ 0.06064573  2.08644199 -0.91169524 -4.01787949],1
[ 0.39265767  2.92061138 -3.49476123 -1.73065877],1
[ 1.18908536  2.82927251 -0.83462346 -2.46847105],1
[-0.07791683  1.68740821 -2.71833539 -1.98575592],1
[ 1.74869871  0.04789143 -1.77194715 -0.01439855],1
[ 1.08997679 -1.62524164 -4.99696684 -1.2999872 ],1
[-0.13674513  0.71442258 -1.73979676 -3.36740875],1
[ 1.78198481  0.44796109 -3.53654456 -2.18514276],1
[ 1.00479805 -1.9650811  -1.80090117 -0.3844659 ],0
[ 1.57187581 -1.14080489 -1.26082277  0.9911114 ],0
[ 1.86492062 -1.80352819  1.0256387  -2.59616661],0
[ 2.03638005 -0.80398989 -1.26698244 -1.43585467],0
[ 1.42606938 -1.16780961 -3.19160056 -2.06411386],0
[ 0.70265269  0.09866171 -1.33715296 -0.48268411],0
[ 1.26285219 -0.98718917 -2.92728329  0.12973937],0
[ 1.1786778  -0.07615704 -1.52474952  1.20008242],0
[ 1.40302122  0.19771302 -0.91759956 -3.1090703 ],0
[ 1.99544144 -3.00977755 -1.03722107 -0.87051409],0
[ 1.6098702  -2.59029484 -2.80017304 -0.29481927],0
[ 0.06762552 -0.2297956  -2.46697283 -0.3512961 ],0
[ 2.5147419  -1.81272149 -2.92551589  1.62751353],0
[ 1.69077849  1.89792359 -3.17501116 -0.68920398],0
[ 1.01939428 -0.94179857 -5.61787796  0.22831213],0
[ 1.387097   -0.7998181  -2.21738958  0.26674214],0
[ 2.69870114 -1.69551015 -2.61720443 -1.21319091],0
[ 1.5546993   1.3298316  -2.93525767 -0.09300409],0
[ 2.41889119 -1.64793599 -1.75962925  0.88890171],0
[ 0.44890818 -0.7988658  -1.03517675  0.20246047],0
[ 1.3579998  -2.20519066 -2.14863586 -2.0921104 ],0
[ 0.41366735 -0.72765368 -1.82523239 -1.24591577],0
[ 2.01598024  0.4522163  -3.11795902 -2.51641798],0
[ 0.50505328 -0.93554366 -2.58113575 -1.6135143 ],0
[ 2.25143385 -0.82864529 -2.77573705  0.42593113],0
[ 1.37581921 -1.64722216  0.23925799 -1.53176677],0
[ 1.88896418 -1.20219338 -3.20569587 -0.42886111],0
[ 2.41135716 -0.52734792 -1.13851047  1.23601174],0
[ 2.72284436 -1.7434932   0.66037655 -1.11356139],0
[ 0.30305108 -1.9790498  -2.44779396 -1.23747301],0
[ 2.20552111 -2.39277291 -3.45319176 -0.05801616],0
[ 3.29725933 -0.40773553 -0.22871891 -2.94814277],0
[ 1.23717153 -2.10088706 -3.29621005 -0.99805069],0
[ 0.02989581  0.01042687 -3.44599557  0.41004756],0
[ 2.05331469 -1.04455459 -1.41639185 -0.8431626 ],0
[ 2.48715973 -2.30426788 -0.68239236 -1.27591872],0
[ 2.87501144 -2.26227689 -3.21566272 -0.8555423 ],0
[ 1.64419925  0.24287006 -3.02894711 -0.41894671],0
[-0.15263626 -0.80968916 -2.76763749 -0.33412531],0
[ 1.2378062  -4.10572624 -3.61015439  2.15950632],0
[ 1.73067689 -2.6205864  -2.50988102 -1.48779678],0
[ 3.20877314 -1.72047675 -0.21278897 -0.29648688],0
[ 2.51383758 -1.55788648 -1.54229856 -1.93781734],0
[ 1.30703795 -1.4394505  -1.49820781 -0.91988707],0
[ 2.5246346  -1.27994621 -1.54028213 -2.42528176],0
[ 2.32136607 -1.101138   -2.44995451 -0.08173401],0
[ 2.63230205 -0.95038772 -4.67673302  0.72095019],0
[ 1.55063784 -1.28596008 -4.4612813  -0.92001259],0
[ 1.80420899 -1.22176504  0.23224449 -1.71941614],0
[ 2.73565221 -1.90228188 -1.07851052 -1.04241621],0
[ 0.20748463  0.08700464 -3.85864091 -0.8926087 ],0
[ 1.57321429 -0.7893371  -0.0219477  -1.4361558 ],0
[ 1.8447386  -2.47857714 -0.72147214 -1.66816294],0
[ 2.41787744 -1.31527197 -2.7859199  -0.63321376],0
[ 1.05123019  2.50773644 -2.81938505 -0.62364906],0
[ 1.27292907 -2.62657976 -4.54980421  0.54006499],0
[ 2.17567372 -0.60069001 -2.83830905  0.00428613],0
[ 3.34266901 -1.21462166 -0.93786407 -2.82003522],0
[ 1.80420899 -1.22176504  0.23224449 -1.71941614],0
[ 2.25701404 -1.2931397  -4.68129492 -0.08785722],0
[ 0.17160533 -0.5926773  -3.47314525  0.79235744],0
[ 2.08150172 -1.40627503  0.7116698  -2.8452363 ],0
[ 1.35511243 -1.93059051 -2.2744472  -0.88414991],0
[ 1.34584403 -0.71673357 -2.89772606 -1.4804827 ],0
[ 1.62565649  1.72639692 -2.42755723 -1.66216147],0
[ 1.42768264  1.66115797 -0.76192749 -2.77183747],0
[ 0.75373685 -0.69702417 -3.51142263  1.24931288],0
[ 2.15223026 -2.94222593 -4.52068996  0.56066942],0
[ 3.10017514  0.2756494  -4.18476105 -1.9199903 ],0
[-0.11374454 -1.79441178  0.40539464 -1.97899675],0
[ 1.9542942  -1.02945542 -2.4852159   0.38531595],0
[ 2.05778909 -1.06086338 -2.07722545 -0.59446412],0
[ 3.28839064 -1.11459613 -2.32571554 -0.55190188],0
[ 1.18061423 -0.61502165 -2.73590732  0.23081389],0
[ 3.2710371  -0.95417964 -1.85832608 -0.27990562],0
[ 2.16265297 -1.04832447 -0.43798098 -3.16343427],0
[ 1.29697895 -0.45901597 -2.0019207  -1.80982947],0
[ 1.36191475 -1.10678947 -3.18255448  2.25892878],0
[ 1.16410279 -1.53778183 -1.76178563 -0.82936656],0
[ 1.66596484 -0.39516503  0.20275247 -1.70814216],0
[ 2.53181243  0.47429198 -2.25716066 -0.86016154],0
[ 2.39906406  1.37615323 -1.64108419 -2.48774838],0
[ 2.05636001 -0.17068976 -3.31997085 -2.57135463],0
[ 1.88570762  0.8552537  -2.28917718 -0.34054321],0
[ 2.34519696 -1.05210388 -1.14457273 -0.30398884],0
[ 1.47314656 -2.21297717 -2.93679309 -0.79900664],0
[ 0.92405403 -1.64055622 -2.40014911 -0.48738393],0
[ 2.4301424  -0.87733829 -3.33065271 -1.38669956],0
[ 1.00425041 -1.56668699 -1.33821201 -1.45939183],0
[ 0.17436081 -1.83047211 -0.37928733 -0.87720299],0
[ 2.4259038  -2.01902151 -2.71208882 -2.6831944 ],0
[-0.28113085  0.49236119  0.49801496 -1.43983066],0
[ 1.12493587 -2.2913177  -2.6169498   2.30066657],0
[ 2.24340844 -1.78792107 -3.97050548  0.72628075],0
[ 0.43049243 -1.89396012 -3.95286822  0.82929486],0
[ 1.5772171  -0.55488539 -3.26356196  1.19001055],0
[ 1.020818   -0.16433936  0.5652318   0.01771712],0
[ 3.95251107 -3.03281736 -3.27178311 -1.07712817],0
[ 0.9817456  -2.02909613 -3.83448386 -1.19805658],0
[ 2.27929425 -2.0368166  -3.55659819  0.96154284],0
[ 1.11066997 -2.14061499 -1.47710872  0.75408089],0
[ 0.96144605 -0.63935113 -0.6759851  -1.02568436],0
[ 3.19023705  0.79188991 -1.27754295 -1.93256211],0
[ 2.2073729  -0.03673414 -1.10701942 -1.80497253],0
[ 2.72423649 -3.04413748 -3.35761118  0.28523353],0
[ 1.75459099  0.03057108 -3.75358033 -1.53901756],0
[ 1.64550471 -1.09955311  1.08561087 -2.2852478 ],0
[ 0.87656856 -2.21914315 -2.87411833  1.50065982],0
[ 1.79425263 -0.80961835 -1.44631219 -1.42895496],0
[ 1.26019895 -0.94827163 -4.61608315 -1.72101545],0
[ 1.0850203  -0.51126981 -3.72233438  0.58390522],0
[ 2.09454393 -1.45206952 -4.04767084 -0.52837223],0
[ 1.68276    -0.63624036 -2.41677022  0.01223478],0
[ 2.05571079 -1.28946126 -1.23160267 -0.0341932 ],0
[ 0.53670633 -2.68935323 -3.97490525  0.23885411],0
[ 0.22394559 -0.80888784 -3.34733081 -0.53636205],0
[ 2.27286792 -0.01702876 -3.00683093 -3.04835463],0
[ 3.66192245 -0.41206181 -1.83846331 -0.51650274],0
[ 2.54419184 -0.34610987 -3.35654426 -0.3714788 ],0
[ 1.95602882  0.0358507  -2.83086085 -0.69920397],0
[ 2.48797727 -2.37249255 -0.87905467 -3.3340795 ],0
[ 1.9004662   0.92879772 -2.84721899 -2.18692279],0
[ 0.38379636 -0.98922491 -3.8262434  -1.38120794],0
[ 2.81815529 -0.56923306 -1.58814728 -1.02475905],0
[ 1.79398501 -0.50295573 -2.71123099 -1.04809928],0
[ 2.4686203  -1.12763286 -3.39138484 -0.21389398],0
[ 0.48172745 -1.64700758 -3.70330644  1.43281019],0
[ 2.15430331 -1.43591917  0.34778553 -1.97778916],0
[ 0.7390846  -2.16214013 -4.00081062  2.03125834],0
[ 2.2099216  -1.20729887  1.364375   -2.00507927],0
[ 0.23128703  0.95071578 -1.46564019 -2.52942634],0
[ 1.77460921 -3.21850801 -2.83635783  1.7950933 ],0
[ 1.67018223 -0.69635451 -0.79837263 -1.73993158],0
[ 2.93535709 -1.54447138 -1.99099565  0.0394062 ],0
[ 3.80276179 -0.54246986 -2.76304221 -0.52097774],0
[ 3.38945746 -0.71399689 -2.45063114  0.93497014],0
[-0.0212245  -0.35711104 -1.39330363 -1.85751128],0
[ 1.15215504 -2.36380577 -2.92355514 -1.52562547],0
[ 3.42789888 -1.21731389 -2.68622017 -0.03395811],0
[-0.48770925 -1.3488431  -2.74100447 -2.77614212],0
[ 1.92573476 -1.69552004 -2.66499877 -1.34293997],0
[-0.63476014 -1.36268246 -3.09793782  0.572837  ],0
[ 3.94325423 -1.86141479 -3.26295257 -1.1506784 ],0
[-0.79626524 -0.49055302 -0.98021138 -1.57278752],0
[ 1.863585   -2.97059393 -2.20688486  0.32148382],0
[ 1.57019639 -1.04880691 -2.56146884  0.61160189],0
[ 0.58183289  1.28687763 -2.19162655 -1.16000772],0
[ 1.01014543 -1.1313287  -3.96676373 -0.50547409],0
[ 0.96371269 -1.42126834 -2.89561129 -1.42671156],0
[ 1.35937929 -2.18907213 -4.43477297  1.07052815],0
[-0.48533514  0.94213605 -2.16942763  0.10515275],0
[ 1.69845212 -0.31969738 -2.890733   -0.43806747],0
[ 1.71736646 -1.74774933 -0.84787977 -3.73448586],0
[ 1.62237763 -2.2658112  -4.69040489  2.26382661],0
[ 0.84387529 -3.50712681 -4.04835844  1.13623524],0
[ 3.03135824 -0.55213654 -1.72497392 -1.86148453],0
[ 2.2106781  -2.79419994 -1.69799423 -0.07231665],0
[ 1.24706066  0.69059348 -1.02833962 -0.65326065],0
[ 2.70872378 -1.2881639  -2.94550586 -0.70710623],0
[ 4.08230877 -0.31259558 -1.13831794 -1.10648799],0
[ 2.07820773 -0.08072347 -0.16844282 -2.33537579],0
[ 1.40586579 -3.37031317 -2.70334125  0.8101567 ],0
[ 0.88888264 -1.80491185 -3.41439223 -2.26473188],0
[ 0.76778185 -0.15765202 -0.33930537 -1.4264431 ],0
[ 1.47354186 -1.60624993 -1.26705754 -0.58427107],0
[ 3.40979457 -2.6529367  -2.71417427 -1.40892208],0
[ 1.63447535 -1.32815993  0.68132925 -1.01581538],0
[ 0.54176462 -1.63172567 -2.14954686 -0.64846253],0
[ 2.06848216 -1.82330501  0.16562667 -1.59360838],0
[ 2.91332841 -1.11556113 -2.76312423 -0.37008137],0
[ 0.85328066 -2.95693827 -0.27638438  3.58966589],0
[-0.53515482 -1.7778095  -1.70275724 -1.92694807],0
[ 2.42993116 -1.87086678 -2.47960305 -1.40026975],0

